row_index,PC1,PC2,PC3
128,308.757090893951,-152.15609848974592,-129.2408697538746
129,-158.0125325958308,-124.7455898958902,-64.06825138988759
130,124.51377948280212,-98.00551818262056,518.9714848316232
131,-456.65585593370645,589.3265717437346,65.3434678368994
132,-201.88236216717902,13.831571655997523,8.078131017749723
133,-163.5358269889221,-139.45525577779952,-96.47914108906318
134,-99.28689040862949,-110.91898196395323,-102.67460504345543
135,-609.6529604043345,927.3373506453812,155.60814652132694
136,-445.15271236828164,685.2438015563832,51.34252533331593
137,359.2837819232901,-50.69945877670894,154.1942076269496
138,473.4891607197061,3.9610182554345332,118.9269258971565
139,-202.18409691340986,87.05592286223961,-30.65563011464455
140,-26.272956607292034,-72.53295898110366,-38.741603790245726
141,97.93662484065939,-169.86705422700544,-35.847896442284004
142,-116.94524307053824,-181.1745891194544,-113.32799380052685
143,-296.1242104569359,409.5883924402866,28.08770993353442
144,-452.54618307718147,503.37710959262193,43.68717082558459
145,36.07528186051054,-143.92362399589808,-44.43183975290988
146,155.63474565032905,172.03578479929791,235.8642177105978
147,-227.6462978500693,125.61682197733428,-168.13999878668574
148,-99.17429397326597,-38.819743675726436,-10.720009866454431
149,-336.1865785816994,228.30518704632655,5.507148693983505
150,-218.6525269528988,128.86995836698907,-18.459752548752675
151,-157.694459786071,-139.66303109529653,-95.24900220407189
152,-128.71367358279014,4.024845039033152,88.60768126972
153,-197.33729585262725,-35.61523807937675,-90.40886077451154
154,1206.5839028288196,-353.56946749561865,1703.2533601988232
155,-126.06770486547919,-220.20706247499737,-100.17876336862572
156,-177.7502264402877,31.333047843526135,-29.79765859717701
157,-284.4614055159846,-23.911787618118844,-139.63089794952293
158,-22.55218199455552,-28.546290847936294,21.95587223738681
159,-189.33681513599487,-63.23248311781988,-89.24657724734958
160,-203.95805417414755,101.34134482995856,12.885025835330508
161,-184.18352916947126,-57.095927723408956,-75.95976037889137
162,-198.5764413486783,5.030750635780098,-3.65423920009214
163,21.304994821772326,-65.65142495331176,161.00557625875186
164,2.3242741592496503,-179.15136817754615,296.25609634068473
165,-116.88208474791965,26.05197359666504,19.07219052597734
166,57.36645085991623,-150.38733221642192,33.13906551478881
167,-197.69853731486342,117.8293697018357,-84.93541662936924
168,-6.070159519097615,-100.12884208428511,-12.34682243521629
169,-317.32880232758447,94.88364346694543,-109.05572231326455
170,1155.445687631355,218.6102308013228,-469.71993272983644
171,-99.83729009748795,-121.56472726724515,-130.59298594336963
172,-122.6198396484475,-172.0400832859786,-50.531148109322864
173,29.304041834049958,-247.44590697527485,-15.587404344271324
174,-90.88272105516887,-148.99685299713244,-82.4193283369993
175,-99.2843143797099,-174.88960390837968,51.91466272446137
176,-14.792719578421151,-144.85071288465258,-87.99773244936993
177,100.68473777020189,-46.820470309134116,83.08901453556645
178,-112.33746754616276,-111.10205054773286,-152.12529138690385
179,-162.7087775611994,-111.24624075771155,-66.45745364758814
180,-8.108037225108333,-193.34003742943347,-11.41518136918066
181,87.0845504993271,-262.88777677106845,-81.93994616167804
182,1339.8550610837774,839.353772226442,-246.73583308688592
183,-119.68662766474495,-109.12443283574372,-56.77406666899322
184,-147.78353529584322,-154.47273502927567,-42.67788443970343
185,-132.18548651367036,-161.69248705771116,-76.10963368967
186,149.14598007597155,-168.53047209139243,-76.66603962583403
187,243.50853854058116,-142.13947448778188,-92.42573771434294
188,297.92926508520384,-115.8565559343374,2.2027688426637555
189,-146.61500900467252,-133.03599722777844,-66.47684635942794
190,-156.84060609872046,-71.2938163632922,-58.09231115254425
191,-90.27469544801762,-123.48597189119401,-76.5208220079664
192,-110.84026758175378,-150.63722778475227,-63.103842856896364
193,-139.18023044847558,-125.52215696325105,-33.084498415191064
194,-336.63582499416884,162.70961877588354,-10.714375808459275
195,-148.0938383892255,-124.82049319331622,-67.05520910739453
196,-276.62792142828704,67.23105118678663,-57.39587497593612
197,-111.35267729956337,-193.9611794323411,-85.10571821712168
198,-102.79852108763227,-118.59285268228835,-89.99681614079846
199,-117.34334041947993,-162.08206154958543,-75.8375725438481
200,-99.4191830444701,-108.28376770959188,-78.5094500730485
201,-142.27210503356744,-106.94889212794648,-69.62342949451717
202,-143.88583569682072,-235.59799943949417,-40.5748514042843
203,-127.65232188933882,-262.1233329168478,-71.94088398680887
204,-159.13092188950327,148.99978287749883,30.73197745507166
205,182.04919874455152,-177.6751485054167,253.1106626668698
206,-0.021476078269504977,-147.31415501558172,-56.078821025690935
207,-188.19500796947037,334.9289330878947,133.6357290559298
208,-116.58757391055667,-158.27486731063564,-36.70112158247554
209,-186.28080235568177,39.81736176380465,87.83152303291911
210,-177.595289196284,330.39767878412346,83.50451395437365
211,191.7322796522253,-238.32024108773024,89.10130627118194
212,264.1187832240028,-145.5170821022803,-13.50495037505834
213,-90.75911320991126,66.34361412934324,26.39531358133529
214,-35.03399858825701,-208.78408138649456,2.1130058686779103
215,-190.27489058082077,146.27444618329116,-11.950855043756558
216,-334.0733669232529,168.38847522667305,50.315062791740345
217,-170.07337514171775,-109.42081363401475,-3.931484188555651
218,-192.30669430045188,132.00484821647476,-25.173914023899208
219,-268.65114426031056,173.94035610616882,36.340968453046386
220,238.9959018280517,-139.35908822955258,-37.484784845283386
221,-194.8679233112617,119.29559425217785,20.591994313931306
222,286.83821283881235,-126.23175302864573,7.401622226724741
223,11.293188904035286,-102.9302469324453,58.38013069878374
224,-350.02742165145986,390.0869465727688,124.3103447430894
225,-178.87391874928787,-39.1325966376007,14.997953790283857
226,-92.16973355781435,-152.11379755936485,-22.59695441098896
227,42.355585550641386,-176.42134747684355,-18.877391238578642
228,-51.609730834051966,19.56452925865047,-91.73896242659737
229,0.9535134197843816,-86.00309873385112,45.759710070693586
230,-26.609952945904656,-56.26704652084982,-22.84218809539313
231,-183.22907302431526,-3.619623808210138,22.455405550994826
232,-323.92987222841174,298.6557445002126,49.68306476254326
233,-545.367253722663,792.6175533568197,324.56830328415
234,245.91197880518126,-139.00795114686906,110.76009230333788
235,-128.36329074027037,-157.0372619761549,-41.77581855630871
236,48.324005754732056,-132.5501423778974,56.76133504448467
237,-203.60306686229995,72.53831998091664,12.220815979822914
238,35.437097137431884,-74.46672755612636,196.68019230534125
239,-641.4538546761322,908.088085595696,333.44245093779165
240,-139.0361228953787,-94.69581330863548,27.53806044758775
241,-89.19990609273881,169.2604442778454,53.064269269942656
242,-362.915219617759,179.2820046336151,39.24855465873964
243,-417.2043023006424,530.9753766442957,252.9136573706759
244,-134.88191102352656,-143.4462730402536,-31.36040224833484
245,-279.10704718946965,286.9549124397607,46.69286129050104
246,-192.9101782921799,13.97747344241996,4.004065906591659
247,208.20956304527195,-127.15161548843938,211.97938922705865
248,-227.44978431543464,58.40285705855741,-11.41645869988489
249,-588.086646889998,996.0751796169505,258.4655310390671
250,-288.3661885718082,16.622017142247795,11.651670962083616
251,-163.60113463861836,-70.33130607635567,-20.03531591532743
252,-137.11938902321066,-69.20527694267135,-25.270740015221232
253,-322.6958543755403,368.2528540000616,78.6727687819303
254,-121.27764588429366,-119.83295397391987,-43.92939243698062
255,-451.6115990273887,551.4136245330794,155.2433149718861
256,-501.4406340637795,597.2758397616599,112.06332319945658
257,-297.0796677990035,294.20177390498924,84.62437151479078
258,-240.15910703262037,113.85206775005092,-32.74990089577647
259,-136.87367609993868,-22.818186475354306,-23.84135192351581
260,305.6176568915729,-234.04201346911236,123.56645397807841
261,-118.55894007462975,-168.8616848233705,-52.44465232024779
262,-113.01944168078985,-65.06854977199828,15.08201392967393
263,-283.34948408076446,200.07622054939998,138.94183497157982
264,-330.1461139442779,223.07421407075745,48.01447913522791
265,-54.8765155183574,-168.47464953371104,-48.32652955537645
266,78.06005946787919,-162.05409533032045,97.50918380997139
267,56.51107603951851,-218.51277180286993,11.956237009412371
268,300.52727167097197,-4.998580745404379,-219.78063378747174
269,703.13333532253,55.28113305775454,-216.77189218495263
270,-158.43024904958054,-49.8134298785061,-19.470379074480856
271,-372.20378584004385,312.2092097959527,66.15041206656605
272,-97.40427492923475,-125.21041372096204,-37.66295691597886
273,-240.47574315488941,110.27737164134061,10.521431349582159
274,46.17616433551708,-161.17591206627236,96.18736735308553
275,-296.87470036517396,130.26797120533925,-54.769690607124254
276,-373.8764574962544,456.5892157280209,7.9409873129077555
277,-350.58148263315866,681.0781529230787,50.67248547784373
278,-18.25408403395606,-59.777728329343134,0.4156357142263127
279,-353.07675799048235,298.7504148697513,14.470937839237347
280,-526.5648652932514,776.3785175700909,85.62461300134665
281,272.3266245919792,-142.32093266557132,-51.11814709215362
282,67.97808123956975,-72.98266259561832,326.71597619480013
283,-92.78243917512697,17.847179538938864,-68.43817095071385
284,-212.711365680016,-20.710811983322767,-57.41132572340041
285,3.314680850668289,-79.6252875306144,30.34881147704641
286,263.01543277473945,-117.59144528075362,-155.2954340757177
287,37.87365863624695,-93.68535715877114,110.56403887610715
288,945.2940864876572,103.47715624866183,198.30745353272565
289,2177.410188959507,588.2965742529473,-628.8827338048485
290,-500.910478921983,717.3291804690543,86.70262355999576
291,-257.81315870163246,140.41010434158488,-34.35254515090036
292,-152.95411896145185,-66.85898606657523,-41.393186467990624
293,-177.4009319180379,-112.5088946275536,-114.14693456094194
294,-156.34649769863475,-109.9358653087741,-72.47475369383051
295,-364.77772072244784,346.1681786549085,31.14655200270719
296,-348.46968065281845,381.6163963203772,27.54275154268967
297,-194.06343894589196,-20.84626268012501,-42.182720414080784
298,-208.74381988328815,-6.086999502000917,-63.36295002987683
299,-633.8491152539235,918.1239883661001,158.5040673273418
300,-356.5381801653036,381.0506959531812,38.89290018905606
301,3329.4934949651765,1184.781214945858,-953.5297126197746
302,-277.91363225443325,173.44042984445647,-12.02222470090963
303,-212.80895722161523,47.9402947036399,-32.744715608736705
304,93.79195470606248,-91.32928209820636,407.36409919962654
305,-314.41831818331264,262.4064507139778,-16.745330979026466
306,-451.9223821136041,535.6221615236727,34.553238076249436
307,-20.985823073556375,-30.659485457985863,23.787670253401725
308,-244.6844591556388,42.32650303902432,-61.17723660567728
309,-87.25827155750838,-199.4905039550699,-82.18997826469918
310,-408.3632774385173,469.2091994465214,48.73048842403339
311,-179.05897315969943,-82.00759490852295,-61.65966597995862
312,410.46410810014555,-92.68824583653743,149.35355306363627
313,544.5410665907497,-99.67290206501964,340.47080261333383
314,34.79931933960299,244.09282713621016,88.59640275265124
315,-256.93168370227625,182.84882491563116,-23.515116192036924
316,-363.0158895667768,335.6177012146036,12.182760969668394
317,128.88095392211304,-109.82640206734268,164.4770848810012
318,-102.40728176107658,-112.41658291795602,-49.693487622896335
319,48.74784786726875,-125.37372128082102,93.19346187719165
320,571.2194337503271,-44.73638061293784,-3.6526932763961697
321,542.0157171854678,3.5598985825189757,-47.230322319278784
322,154.4106513318849,-185.99756706745367,-108.24296874013798
323,297.0564654266229,-110.66484185507082,-119.3084885717208
324,-398.006080061475,414.27942354729555,64.23141808326393
325,-610.0777019878983,758.522123427725,97.74575467287318
326,-135.28465099455596,-138.3531711668179,-60.6650137332789
327,86.26467451215358,-98.37722849461976,334.28801534096726
328,74.72167215983693,-97.47700960042697,301.18928564601487
329,1085.031851505715,205.3139019014542,734.9514447887345
330,-13.914679910467509,-48.34578466463393,42.18760031303944
331,-40.27442871998784,247.85117650344938,112.49808686271145
332,-439.3731417223781,673.3696746937354,56.65652049414033
333,1829.2028412712455,582.0799173716867,-728.707481330524
334,19.32859177466925,-85.58241609695766,115.09572991095826
335,-158.43308465698362,-57.45917312128078,193.15630774948104
336,503.74569111781517,-103.9810363470097,-155.15754594595506
337,60.37262106796371,-239.46439724900898,-18.690925502363445
338,-103.01532797485072,-129.84296715789623,-54.20870914815387
339,-51.633159456199834,-61.48756375574482,-50.5761833196855
340,-141.81503362741233,-99.97513225846282,-1.3756873585371951
341,446.5625269076609,-2.8937267883985376,-225.8608197822521
342,-158.8527540339649,18.071803290200315,-66.71922443275895
343,-121.99410269800252,-199.57419944563424,-63.04850751455694
344,-205.0958093728279,-53.94591375578604,-84.42856371478857
345,399.5481634176822,-56.5623199903263,8.49439351444865
346,967.1501600359856,13.58994558727919,708.466334338918
347,-169.83655942143432,-157.84396321454153,-77.94917835492113
348,-117.96497485366409,-144.25709342200864,-147.00447337300676
349,-9.89090251296471,-92.25314066651985,43.774274656549345
350,622.646950057823,-34.03221258064992,-306.31559976762236
351,-124.14972294255539,-10.849057067305093,-7.26617121478082
352,-235.5297166854938,13.687488134770353,-63.99186652192108
353,-165.62554273568892,-4.412393163671105,-87.1439167954326
354,-34.29562474240505,-19.68048160684005,1.9409131341826356
355,-64.32928712749977,5.115602996196639,-73.4013019622551
356,-178.1914564174839,-15.2939228724818,-185.2777099434657
357,-138.22965434548465,-159.20831552481616,-100.6993106406234
358,-123.15917490578549,-171.126621484824,-67.87846771292782
359,-167.4755219123037,-114.6452088619747,-84.74348708224214
360,496.9939016945929,-84.77326435198925,112.69264628310442
361,-126.6376004353646,-115.75828277095844,-53.36387668178771
362,122.03692419989714,-111.82399273278398,440.80268297202304
363,-129.1121364308225,-78.69629715356326,-16.558970762703186
364,-178.08801841702672,-16.984550127108395,-47.63455429381164
365,-186.17313671937322,-3.914928238175763,-111.87399466503584
366,-195.82950783792697,8.261561395515974,-50.72078164946421
367,-143.8325828492814,-138.37739384324536,-143.73897831525426
368,272.2156542315519,-60.33081321594375,-79.70535370176341
369,-159.11478596653654,-98.82425996615224,-71.44923480941945
370,-176.01504361237593,-68.44391176237647,-58.84227325677818
371,-60.81878597172648,-92.75341531772023,31.849291840658335
372,1197.2632061819222,176.91571270533368,-39.81767191676143
373,52.18066115558686,-67.54274526018747,-82.82462145980264
374,-162.54805383780044,-87.33083285421712,-99.55387269678744
375,-129.99181830045762,-166.03097221406213,-90.64637440584524
376,-118.14018295135902,-164.7884734811588,-102.24830520711409
377,-186.14529436921856,-17.52277153695961,-55.59587720754034
378,-160.8810930004344,-23.18099023659042,-113.94368915460305
379,-135.67981783176458,-85.49146511538179,-62.73330151333211
380,46.35191798498457,-197.71576292792236,-9.75100704581619
381,-114.66494673022683,-49.97805194443766,-92.7818595599489
382,-242.26789276992244,86.42703854779884,-85.63343848407271
383,-158.26156907282862,-116.81090277226464,-60.12900467613246
384,-185.3199737052194,-58.08672870108142,-72.4159661781518
385,-223.86036167312585,42.11314179391921,-36.26765534179465
386,-191.37178927111623,34.335076503296655,-93.32419617244496
387,-186.80954850860573,-111.73949992033822,-91.25458597310009
388,611.4512674760001,5.6727213078053795,201.837901590762
389,-121.41857649809825,-191.46007693547173,-61.53818303709026
390,-182.1765775722308,-104.61257057853996,-98.16214060117548
391,-132.7676250198639,-108.28872944016544,-54.95407678359571
392,63.484029626077536,-215.97878283290513,669.8852002937793
393,-131.04601045323116,-96.74526016388657,-94.09921523738885
394,13.85900550531382,-254.92571280156477,-43.95906405114915
395,322.44208649208724,-103.56508853188161,26.70231188619756
396,254.57455266711077,-122.62048539424659,-84.43078635478145
397,438.90643942698,-46.028593441184476,-122.9394093305518
398,125.79764226955645,-190.8106868725022,50.94779720735882
399,-73.82390779519979,-148.77184465432643,-54.947542433991195
400,190.4486964584017,-185.83731378803222,-47.821084852952595
401,192.9007025521673,-140.06081437198736,-91.57932381936251
402,-35.91240231067318,-179.78943630350233,4.049582315849327
403,-157.1452766450431,-3.8714310265616145,-65.15070229924271
404,4.912287448952476,-172.4717109841697,-85.78573404396396
405,426.1300768324963,6.660855742368463,36.55164208959368
406,772.4137563744869,117.750358706775,-219.78312280211452
407,-51.097510393280125,-176.86967197683578,-44.84405827789257
408,160.01489561692097,-176.48553780969317,-61.87183428088864
409,-158.52755327512332,-147.9225713529683,-125.05564109355618
410,-159.1923987562396,27.981928290952176,45.971511997969145
411,111.79040171079431,-233.82503319731998,33.38285962638735
412,-8.613924986224168,-97.42789429251472,-67.31154354252409
413,-81.49489477994695,-158.7116208447519,-25.450229056616546
414,31.37100912177978,-19.84389009917183,126.84382300061692
415,144.48948224254306,-205.28648079599577,7.35805477510234
416,207.05475929647503,-159.20768449480065,331.96741859064423
417,-15.058347729768272,-160.9994389017061,-75.61877975577053
418,-352.69230346684185,326.39381358017454,13.977909990767554
419,286.00218840625143,-126.55194814420872,565.5791632534134
420,-149.68902177615752,-125.46946003421309,-50.80896707826447
421,275.1336337575328,-114.79080971111803,91.2255490359049
422,-86.25256837922701,-127.31080967794264,-39.60503156492722
423,-225.58398404463088,-6.714116346654753,-88.06961059804193
424,816.8363906379082,33.040606969686664,-153.82518153252664
425,-102.9274923560158,-194.4996388467586,-49.59537123892616
426,202.3864663358188,-209.81993858205348,86.17643131084462
427,92.87344156123667,-149.11853188276496,65.23831684496382
428,-77.6888922927811,-184.47948003965428,-34.35453367083924
429,14.36596261781568,-94.17953162611963,-62.679438457261604
430,134.17263595427139,-224.21130734264338,97.8761609957276
431,217.84122267142135,-122.82438549610772,-15.577485425882802
432,287.1917627293375,-159.76930240027963,129.9873227803101
433,95.51537100050847,-166.4358873479548,32.87292402685896
434,598.7534792051531,-20.545107218433603,-9.838231473024722
435,-78.08633018756026,-216.2485716249061,-97.51414290637612
436,-128.0628625399146,30.034879867768485,-124.70606491618685
437,1056.5483824606222,195.0071923703731,-372.1568310067825
438,203.8367146219257,-169.5174675474975,-7.743569582041829
439,-188.82497252072585,-129.19806170038015,-56.698876201994246
440,-233.20802633845167,39.965392863592676,-78.88038104868446
441,52.617296722621525,-147.43473587793648,195.0335334077021
442,-96.33942374059554,-103.1862158331549,-73.91235665208359
443,31.920734524609912,-186.06236660612842,21.763774806875787
444,-40.32937980007432,-189.706267445142,11.982408195256133
445,253.04493382455863,-95.31992668788892,32.09117852667408
446,165.01459033722696,-207.31802473708467,-4.312243316938281
447,211.0903889324307,-173.84379147955735,-31.21536731114358
448,220.69921789373282,-162.74321416793333,116.19341108365911
449,142.83267432095107,-193.95210012200496,-48.10885197490824
450,154.04464779190144,-142.60341013968798,-3.8371903561612104
451,375.19394807365524,-88.79102738178912,-159.50221346921188
452,22.813115545174494,-160.69604207814365,43.36151076115074
453,100.72812257428677,-281.56178469288153,373.0411920464349
454,-66.4114328523463,-80.58772148658443,38.89180387155775
455,439.08674709664444,-90.97041429340005,2.029673414666689
456,743.6277683800944,10.47875280482829,331.6436716979201
457,93.58781729419877,-181.9642003550397,-52.02143984084108
458,-168.8438190789226,182.3176904975611,-75.21136349413136
459,-160.2948459686316,-48.65861234614868,-32.40496575693048
460,-51.15174234596466,-138.57992766444283,-9.89542531986042
461,108.36865361339089,-82.60315500873332,235.10600922318645
462,492.416488671606,35.47401740685959,243.0883451920931
463,-176.79398227020945,-9.474094172021637,-14.509787609419059
464,221.34552995776772,-116.01567391542393,110.81888556195466
465,-81.62524625849504,-178.77465847407007,-105.5784157990629
466,163.4002929326462,-369.46900414201696,128.23931174872786
467,592.3481153904114,-28.008565468901644,69.38587746067681
468,-81.61587894425206,31.08665330611191,77.678699642499
469,-141.50595538142332,-84.86199865638521,-13.894897142222005
470,14.793013761850403,-150.7009350042484,188.77218626406406
471,610.5345691090606,-30.281089669809912,81.3345308157545
472,-147.0964838520465,-118.99580533027623,-48.47627003104525
473,-123.81620907900073,-81.41770603968163,-45.137254268281175
474,94.50902805837626,-84.00698039967253,428.4093087102709
475,-113.6946404568783,-120.44496953864804,-38.85558721566887
476,794.2275627927096,109.49932418209778,-236.39136861140437
477,87.20230575037215,-149.31131472644492,66.25530014819438
478,549.1824127284269,-66.99641822394334,398.8229952977828
479,-99.111201051105,-109.78478371660057,-47.24150899674079
480,-142.61970539006867,-69.86714061282277,-24.468788846945472
481,-211.1674409754154,-15.434391914859743,-24.179337123408736
482,-119.42910731767013,-166.2859676569419,-56.046647147795696
483,-90.53474313974604,-164.05878555457352,-56.086069002170134
484,-130.5492862631958,-161.67989354694086,-55.83803438733626
485,-313.36510040231957,266.7803256627151,1.4703474525764648
486,-70.46956289261863,-219.59506549014094,-101.17464186440867
487,-80.55514266355858,-89.4953766720268,-112.66490878177402
488,200.70219389846196,-159.42184568859335,216.93491533962893
489,158.22384235347963,15.545059753484619,-160.39005506924926
490,31.759336848153996,-265.7755745171852,51.90037409943416
491,-2.903297515354825,-209.12935449742312,30.581665521442314
492,-119.29665403741453,-163.7244446439934,-55.33373577189309
493,156.4329555055216,117.40808750910017,-160.02165120470755
494,902.5919694134149,45.72815506965839,-54.25955161319188
495,-62.629961955464566,-91.1123337665189,-42.35845138503521
496,-114.21821086075934,-126.68341054251695,-47.40096962047441
497,546.0987878609039,105.14291629369433,107.44246181317327
498,-139.662504469789,-122.26538977518508,-40.70473304473358
